PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,Label
-2.7639457807217367,-2.190860414424816,2.6047943380179768,0.8481874354033834,0.5764769900759286,0.37827564482971626,-0.9078829926028006,0.7216978085893093,0.07614989577635689,-0.3682356149239855,-0.7786629997279456,0.3814988212230649,-0.44177286320612236,-1.6182802424024416,-0.49980765826969387,Infiltration
-4.432851163673947,-0.9594635364122325,-0.9360463921293998,0.015419981002592904,-1.430610259555312,-0.3159973955179118,0.8186352357760245,0.3396659919569365,-0.30030673551201764,-0.18146984091495255,-0.7145319297524747,0.28897285316545185,0.12358519564633605,0.0659220151495355,-1.0217780645193415,Infiltration
-0.8146187737641808,-2.6597131671289387,2.7037722352413707,-0.882195503025379,5.570075624567079,8.879425375581919,-15.20619435359915,21.495815888044763,7.302690754282056,48.313107557553124,-7.73035063068284,19.523759060170278,8.327739661406858,16.631844709226133,-14.257264849636005,Infiltration
-4.604776783038276,-0.3840406091374621,0.40131926929780437,0.054024446760392246,0.4924403395345899,0.2887701431937466,-0.7015024695886285,0.06764210183440007,-0.635296876639992,-0.4853960858482831,-0.1206967060785879,0.18233795521698834,-0.18749727651568138,-0.06529592257253408,0.2694774433963699,Infiltration
-1.2956332821046526,-2.7364670415435586,1.2803399579944434,-0.7332689678925955,2.7307993522746346,6.796902654443925,-11.2207528673519,16.463933964584687,6.122838864746604,40.297090287527496,-7.757710725922768,16.460360931630632,6.832562679224468,13.476619040834017,-13.074379737441985,Infiltration
-1.313638043645996,-2.327113327397605,2.0178102091062105,-0.7378515803967584,3.734466905719832,5.540126971772662,-9.611630378090513,13.523768273710594,4.324759717566417,28.808847896684394,-4.532750624325409,11.678068904346693,4.7004024481428015,9.346235188080275,-8.413607339515604,Infiltration
-1.6113155974511668,-2.598330875982583,0.8881981216720188,-0.468795678579781,1.914313241892651,5.223816710094179,-8.603286666661992,12.880077040523876,4.68395176825199,30.95297578475013,-6.187426872533754,12.729610642424944,4.974127560756024,9.904842655436989,-10.444201973209235,Infiltration
-1.414795568600882,-2.4194527038734366,0.5147866891336573,1.7513746571501163,1.7327408052110604,1.219266054862154,-2.4862360875459784,6.673936449502366,0.6768845962013299,2.099367158473829,1.4462134155962836,0.4586500997284084,-0.7017551015232936,-0.8842982603971384,-1.1726535200910977,Infiltration
-1.5700976752716675,-2.570559608254345,0.9463454686756418,-0.5171089662320961,2.0280824707873437,5.448466902657842,-8.973843825996914,13.36042171469523,4.889830327548876,32.29946442198419,-6.417656192493541,13.240318864835352,5.267163652475798,10.435426733653642,-10.774427195159944,Infiltration
1.7835492393576433,-3.689753309021159,-5.419725961185,-5.075370995562888,2.721785131144067,4.116400064873589,-6.9214815695119,76.02115785146921,12.655160989072952,8.42521625477967,27.25523660706287,-3.0609862789491693,8.485380000186138,11.1216768303855,-3.4401495856574345,Infiltration
-0.7237251050391009,-3.3177914107333946,-1.528859248124287,0.03305862052530428,0.9617303091446536,1.658107808446688,-2.7718592951678835,24.909469248028042,5.245751995772167,6.811783081045551,5.685074457807794,-2.767345219182358,-2.3212557206560533,1.1143820735624388,-2.758085407542319,Infiltration
-0.5144262859894533,-3.64398561181323,-1.1977051754388128,2.2131534003865077,1.034337596280584,2.1802366217454714,-3.7334441709553152,15.077819517646494,2.8733085317409293,9.34519435624435,1.7937776066434148,2.867422405208704,0.8705710926715369,1.761711425099784,-4.9277484531489035,Infiltration
-1.1333204654167257,-2.274544568798056,-2.770625285283255,-4.211263702876846,-0.10961299648059358,0.9246531006716315,-1.0844577466410616,36.24077238742665,7.139673575545564,2.9755128170507046,12.444692586026266,-4.959486973716086,2.5928509725909317,5.949572764725985,2.1060491328921125,Infiltration
1.200261881895905,-4.168810171503865,-2.9922918898804136,-5.647363088241561,0.5568306672279915,1.1740951654265683,-1.8454866729461463,46.162898640662185,7.434472103488653,-2.029305632932601,19.222815925348208,-4.867811049833927,6.404344658501532,5.1948940402805714,2.003509392430318,Infiltration
0.12799512639853505,-3.2466064535309243,-2.923303951579774,-1.197772249009738,2.9631209310559488,4.014900174423684,-7.044756071749503,52.24345558577993,9.829500579366044,13.38681560553652,14.357508507895172,-3.324749829921626,-1.5496627030484973,4.097214387633536,-7.488196892182861,Infiltration
-4.49031401888058,-0.9917248905135851,-0.9696495502906864,0.028333128437076034,-1.3763605214134391,-0.5508077768676355,1.3199058024620405,0.3764347447588746,0.0250748592507552,0.1543257683059464,-0.9835069075258068,-0.23387498234368442,1.1688505620862066,-0.655358628233191,-0.4734964811862922,Infiltration
