Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
-0.4528839465777881,1.8643039347914268,-0.0028722116162098,-0.006218816728174,0.0122826852462688,-0.0027309921960308,0.1808240069280731,-0.3158555467343715,0.1495507816632574,0.3118321197251633,2.363203291650162,-0.6089112490599635,3.1275558643739494,2.3234480377900883,-0.0530866635158313,-0.2333820387731731,1.1552380661617982,2.403032242433514,2.787599813643843,-0.0565372319052887,1.8724751305800504,0.8766372537190507,2.684989418615351,2.78489827253963,-0.1253568527037859,-0.355941079262361,-0.2065420102759379,-0.2356664345850631,-0.2787373944217521,-0.1234535563385158,-0.226181557799824,0.0,-0.0056335591967167,0.0,0.0013201583528369,0.0017696002188358,-0.2114168811321958,-0.170756894764639,-0.6579074030071375,2.228527638003512,2.169141760038377,2.1473727818423054,1.4480675251452038,-0.1820979528829578,-0.226181557799824,-0.0164987915919466,-0.6509281872159266,1.4854093276621052,-0.3359068273836544,-0.0056335591967167,-0.0165348381528223,-1.0068823215381135,2.131859749576284,0.1495507816632574,3.1275558643738326,0.0013201583528369,0.0,0.0,0.0,0.0,0.0,0.0,-0.0028722116162098,0.0123004420664025,-0.006218816728174,-0.0027308700809058,-0.4789450570884152,-0.223401615116951,-0.0044623532216904,0.002698161919309,-0.1212807903114201,-0.1108821474361219,-0.1508110475053342,-0.0935315440607651,2.9202396022724444,-0.1160801466113122,2.8159016650840765,2.970019859587402
-0.4528839465777881,-0.2025146564101622,-0.0079073320662514,-0.0109495352846421,-0.0555282360374469,-0.0075659148851386,-0.297774330043816,-0.2171686162131481,-0.2940640257614974,-0.2604524844704488,-0.4783154060648466,-0.6089112490599635,-0.5384795411297775,-0.4273802294383181,-0.0530922112620314,-0.2333807310782652,0.3642836796220726,0.2578632165277728,-0.0328594890008643,-0.0565362366504569,-0.1932349831014018,0.0232515609731316,0.1765119618504962,-0.0266803246102074,-0.1253565215595442,-0.3675332702981718,-0.2158683347728728,-0.2516745753495165,-0.2906149653028892,-0.1234608313699302,-0.226181557799824,0.0,-0.0056335591967167,0.0,0.0013124486736319,0.0016604312719321,-0.2114151955873351,-0.1707584879374633,-0.4233872010137798,-0.4985408037544615,-0.5800258743388937,-0.4996311998694753,-0.3143006297619917,-0.1820979528829578,-0.226181557799824,-0.0164987915919466,-0.6509281872159266,1.4854093276621052,-0.3359068273836544,-0.0056335591967167,-0.0165348381528223,-1.0068823215381135,-0.5931517180486418,-0.2940640257614974,-0.5384795411297773,0.0013124486736319,0.0,0.0,0.0,0.0,0.0,0.0,-0.0079073320662514,-0.0556023683137839,-0.0109495352846421,-0.0075658585047353,-0.4801781072509513,-0.2498459701415692,-0.0044623532216904,0.002698161919309,-0.1319354155378544,-0.1108821474361219,-0.157550358151106,-0.1055022546000241,0.0047532587848531,-0.1160801466113122,-0.0120345093694963,0.0228955919987802
-0.4528839465777881,-0.4357814781584057,-0.0091661121787618,-0.006218816728174,-0.0553393476773252,-0.0027259883950589,-0.2792650020946269,-0.3158555467343715,-0.2804274514681577,-0.2258824302359376,3.0613181236336664,-0.6089112490599635,3.131349950175247,3.3496502120237435,-0.0527386142676802,-0.2333509243243393,-0.2710349266814814,-0.3323535980648238,-0.3528240841997365,-0.0565362366504569,-0.4621241365788323,-0.2914177692604457,-0.361691243419908,-0.3936271434923706,-0.1253502298189507,-0.3265867085802508,-0.1829253889194625,-0.1584035372256741,-0.2222749036764618,-0.1234603766804668,-0.226181557799824,0.0,-0.0056335591967167,0.0,0.0013120900839014,0.0017332105698679,-0.211404843989065,-0.1706525927223384,-0.6579074030071375,2.8992186840839813,3.4612208833675133,3.5110070812349656,3.731592782018587,-0.1820979528829578,-0.226181557799824,-0.0164987915919466,1.536267778289156,-0.6732151073629691,-0.3359068273836544,-0.0056335591967167,-0.0165348381528223,0.4306017525750411,3.593858068837082,-0.2804274514681577,3.1313499501751303,0.0013120900839014,0.0,0.0,0.0,0.0,0.0,0.0,-0.0091661121787618,-0.0554132239951762,-0.006218816728174,-0.0027258662119031,0.0634600088538246,-0.2240739292277463,-0.0059451199614755,0.002698161919309,-0.1333699160638301,-0.1108821474361219,-0.158457714764841,-0.1071139481321687,-0.3757767374532478,-0.1160801466113122,-0.3811374359635985,-0.3617637938919386
-0.4543040427526191,-0.4701113217276783,-0.0104248922912721,-0.0090572478620548,-0.0521282455552551,-0.0074224725906105,-0.2660440535594918,0.1775791058717454,-0.1713348571367814,-0.2604524844704488,-0.3939332900415418,1.817735363561568,-0.2665700587034554,-0.4273802294383181,-0.0525549263999352,-0.2326851519498678,-0.3067800452205072,-0.3857219249461433,-0.3998911615417017,-0.0565365684020675,-0.462136904456975,-0.2914323952848251,-0.3617249182481821,-0.3936422018080378,-0.1253397435846283,-0.367533171056475,-0.2158680153991617,-0.2516745753495165,-0.2906147995724255,-0.1234604903528326,-0.226181557799824,0.0,-0.0056335591967167,0.0,0.001311731494171,0.0017020194421811,-0.2110516368040451,-0.1689053718246982,0.5146936069596506,-0.4203013704098671,-0.3262220362536633,-0.3819463318985063,-0.3108170264364838,-0.1820979528829578,-0.226181557799824,-0.0164987915919466,-0.6509281872159266,-0.6732151073629691,-0.3359068273836544,-0.0056335591967167,-0.0165348381528223,0.4306017525750411,-0.3008244124404447,-0.1713348571367814,-0.2665700587034638,0.001311731494171,0.0,0.0,0.0,0.0,0.0,0.0,-0.0104248922912721,-0.0521977705788442,-0.0090572478620548,-0.0074224142599921,-0.4977833234604935,-0.2498459701415692,-0.0074278867012607,0.0027085988983108,-0.1333699160638301,-0.1108821474361219,-0.158457714764841,-0.1071139481321687,-0.3757767374532478,-0.1160801466113122,-0.3811374359635985,-0.3617637938919386
-0.4543040427526191,-0.4700548969619496,-0.0116836724037825,-0.0100033915733484,-0.0537337966162901,-0.0075363090627215,-0.2488568204638162,0.3914007886677294,-0.1048565574650602,-0.2604524844704488,-0.4434832535203429,0.392785899173343,-0.4262378361747259,-0.4273802294383181,-0.0529506246457503,-0.2330568859848826,-0.3023278146157542,-0.3876373212365038,-0.3998075730815668,-0.0464914613849395,-0.4621413405126326,-0.2914479697544714,-0.3617249182481821,-0.3936482561823782,-0.1253569630851998,-0.3675332702981718,-0.2158683347728728,-0.2516745753495165,-0.2906149653028892,-0.1234608313699302,-0.226181557799824,0.0,-0.0056335591967167,0.0,0.0013102971352491,0.0016864238783377,-0.2112465161015811,-0.1698927580105346,1.022820711278592,-0.467904881059289,-0.4344865447439199,-0.4751704899871202,-0.31415013355273,-0.1820979528829578,-0.226181557799824,-0.0164987915919466,-0.6509281872159266,-0.6732151073629691,-0.3359068273836544,-0.0056335591967167,-0.0165348381528223,0.4306017525750411,-0.3876543051953547,-0.1048565574650602,-0.4262378361747292,0.0013102971352491,0.0,0.0,0.0,0.0,0.0,0.0,-0.0116836724037825,-0.0538054972870102,-0.0100033915733484,-0.0075362522798028,-0.4977833234604935,-0.2498459701415692,-0.0089106534410458,0.0027085988983108,-0.1333699160638301,-0.1108821474361219,-0.158457714764841,-0.1071139481321687,-0.3757767374532478,-0.1160801466113122,-0.3811374359635985,-0.3617637938919386
-0.4528839465777881,-0.4657585824684258,-0.0091661121787618,-0.0071649604394676,-0.0553393476773252,-0.0027259883950589,-0.2792650020946269,-0.3158555467343715,-0.2804274514681577,-0.2258824302359376,5.21011852004108,-0.6089112490599635,4.048807323001503,6.150533473941004,-0.0506821575007712,-0.2331926503868659,-0.3023292025569358,-0.3789971302339188,-0.3940011923847524,-0.0565332508859616,-0.4620996529639527,-0.2913747897144025,-0.3616245212446189,-0.39359186511881,-0.1253555281268189,-0.3615266996816988,-0.2094250056371341,-0.2361446919927761,-0.2807031234531352,-0.1233831931440549,-0.226181557799824,0.0,-0.0056335591967167,0.0,0.0013120900839014,0.0017202142666651,-0.2113319318287981,-0.1701812107410134,-0.6579074030071375,4.963608551850991,3.96873257896772,5.7004102530534935,9.360455679920632,-0.1820979528829578,-0.226181557799824,-0.0164987915919466,1.536267778289156,-0.6732151073629691,-0.3359068273836544,-0.0056335591967167,-0.0165348381528223,0.4306017525750411,4.1951033921183365,-0.2804274514681577,4.048807323001356,0.0013120900839014,0.0,0.0,0.0,0.0,0.0,0.0,-0.0091661121787618,-0.0554132239951762,-0.0071649604394676,-0.0027258662119031,0.0634600088538246,-0.2240739292277463,-0.0059451199614755,0.002698161919309,-0.1333699160638301,-0.1108821474361219,-0.158457714764841,-0.1071139481321687,-0.3757767374532478,-0.1160801466113122,-0.3811374359635985,-0.3617637938919386
-0.4528839465777881,1.9121597994527133,-0.006648551953741,-0.0043265293055867,-0.0244561007974156,-0.0027309921960308,0.1451274458832084,-0.3158555467343715,0.0362819864533631,0.2488014126161351,2.363203291650162,-0.6089112490599635,2.080117176409655,2.325954279930373,-0.0530869512067468,-0.2333821132073747,1.3210619425252383,2.604055049986015,2.861571902258809,-0.0565276111085815,1.920816762746403,1.8051152518646707,3.769580282870978,2.8586374471986264,-0.1252497827322838,2.411234239277709,1.2745423170061356,4.90645247650058,4.338789324102413,-0.1234554887687353,-0.226181557799824,0.0,-0.0056335591967167,0.0,0.0013153173914756,0.0018111883890848,-0.2114170761123303,-0.1707563022862896,-0.6579074030071375,2.228527638003512,2.289523231690519,2.385839636209141,1.7799122487803312,5.491549927761919,-0.226181557799824,-0.0164987915919466,-0.6509281872159266,-0.6732151073629691,-0.3359068273836544,-0.0056335591967167,-0.0165348381528223,0.4306017525750411,2.2683756366152035,0.0362819864533631,2.0801171764095714,0.0013153173914756,0.0,0.0,0.0,0.0,0.0,0.0,-0.006648551953741,-0.0244881279028071,-0.0043265293055867,-0.0027308700809058,-0.497714820673686,-0.223401615116951,-0.0059451199614755,0.002698161919309,-0.1173326370871359,-0.1108821474361219,-0.1483137441755519,-0.0890957053139183,2.9967039618021003,-0.1160801466113122,2.8900698493574657,3.047313985858595
-0.4528839465777881,-0.4521971681757762,-0.0091661121787618,-0.006218816728174,-0.0553393476773252,-0.0027259883950589,-0.2792650020946269,-0.3158555467343715,-0.2804274514681577,-0.2258824302359376,4.493851721238609,-0.6089112490599635,3.131349950175247,4.5816195778283735,-0.0524284128186342,-0.2333229519352223,-0.2886776418763416,-0.3583808859006627,-0.3754743766663173,-0.0565216395795908,-0.4620723541599058,-0.2913268682693369,-0.3616153181859712,-0.3935706748086185,-0.1253098302214561,-0.3457196145423452,-0.1983184832034158,-0.2023618334379688,-0.2544145153339142,-0.1234384379138578,-0.226181557799824,0.0,-0.0056335591967167,0.0,0.0013120900839014,0.0017332105698679,-0.2113938457234437,-0.1705597186913954,-0.6579074030071375,4.275478595928655,3.4612208833675133,4.5702614233546806,6.135536910026423,-0.1820979528829578,-0.226181557799824,-0.0164987915919466,1.536267778289156,-0.6732151073629691,-0.3359068273836544,-0.0056335591967167,-0.0165348381528223,0.4306017525750411,3.593858068837082,-0.2804274514681577,3.1313499501751303,0.0013120900839014,0.0,0.0,0.0,0.0,0.0,0.0,-0.0091661121787618,-0.0554132239951762,-0.006218816728174,-0.0027258662119031,0.0634600088538246,-0.2240739292277463,-0.0059451199614755,0.002698161919309,-0.1333699160638301,-0.1108821474361219,-0.158457714764841,-0.1071139481321687,-0.3757767374532478,-0.1160801466113122,-0.3811374359635985,-0.3617637938919386
2.672063984215125,-0.4680472765499491,-0.0104248922912721,-0.0090572478620548,-0.0577948963589082,-0.0075609110841667,-0.305706899164897,-0.3158555467343715,-0.3247463179176764,-0.2604524844704488,-0.4753718438779871,-0.5242607858289798,-0.5289943266265337,-0.4273802294383181,-0.0530878359718637,-0.2331874061277886,-0.3016039499071863,-0.3807458829902219,-0.397055616721699,-0.0565362366504569,-0.4592688238567995,-0.28136290164042,-0.3617249182481821,-0.3897278159364028,-0.1142066741766824,-0.3675331379759095,-0.215867908941258,-0.2516745753495165,-0.2906147443289375,-0.1234603766804668,-0.226181557799824,0.0,-0.0056335591967167,0.0,0.001311731494171,0.0016864238783377,-0.2113149404893632,-0.1702394407835361,-0.6579074030071375,-0.4985408037544615,-0.5913339661347704,-0.4946585998144087,-0.3142944102757926,-0.1820979528829578,-0.226181557799824,-0.0164987915919466,-0.6509281872159266,1.4854093276621052,-0.3359068273836544,-0.0056335591967167,-0.0165348381528223,0.4306017525750411,-0.6061762019618783,-0.3247463179176764,-0.5289943266265338,0.001311731494171,0.0,0.0,0.0,0.0,0.0,0.0,-0.0104248922912721,-0.0578721001370771,-0.0090572478620548,-0.0075608546357326,-0.4899055029776244,-0.24973391778977,-0.0089106534410458,0.0027085988983108,-0.1333699160638301,-0.1108821474361219,-0.158457714764841,-0.1071139481321687,-0.3757767374532478,-0.1160801466113122,-0.3811374359635985,-0.3617637938919386
-0.4528839465777881,0.1834304857303224,-0.006648551953741,-0.0109495352846421,-0.0549615709570816,-0.0075659148851386,-0.297774330043816,-0.2171686162131481,-0.2940640257614974,-0.2604524844704488,-0.4783154060648466,-0.6089112490599635,-0.5384795411297775,-0.4273802294383181,-0.0530922578046214,-0.2333817482324192,0.9219027686025978,0.9722228475010048,0.4944650665798965,-0.0565365684020675,0.1947361318654547,0.2839681079751638,0.7721655307463368,0.4989838581107376,-0.1253566319409581,-0.3675332702981718,-0.2158683347728728,-0.2516745753495165,-0.2906149653028892,-0.1234608313699302,-0.226181557799824,0.0,-0.0056335591967167,0.0,0.0013133451479581,0.0016604312719321,-0.2114162620610412,-0.1707584879374633,-0.4233872010137798,-0.4985408037544615,-0.5800258743388937,-0.4996311998694753,-0.3143006297619917,-0.1820979528829578,-0.226181557799824,-0.0164987915919466,-0.6509281872159266,1.4854093276621052,-0.3359068273836544,-0.0056335591967167,-0.0165348381528223,-1.0068823215381135,-0.5940200169761909,-0.2940640257614974,-0.5384795411297773,0.0013133451479581,0.0,0.0,0.0,0.0,0.0,0.0,-0.006648551953741,-0.0550349353579606,-0.0109495352846421,-0.0075658585047353,-0.4801781072509513,-0.2498459701415692,-0.0029795864819053,0.002698161919309,-0.1260896438512898,-0.1108821474361219,-0.1538527648033575,-0.0989343989268987,0.5498444568531127,-0.1160801466113122,0.5166879526090087,0.5739019451804036
